ts	imei	mwra	c.katana	c.dogalize	c.android.youtube	c.android.chrome	c.android.gm	c.raider	c.UCMobile.x86	c.updateassist	c.UCMobile.intl	c.android.vending
2018-05-05 10:23:00	8630330696303481339	1.00000	8.44722	11.78883	11.42064	9.20285	13.99543	64.37635	96.60295	62.63651	34.36891	7.04109
2018-05-05 10:24:00	8630330696303481859	1.00000	12.23796	9.22665	11.66931	15.86443	15.43383	51.24740	87.10373	92.73508	21.08109	47.74270
2018-05-05 10:25:00	3590433799317661925	1.00000	9.88269	10.58783	11.44461	6.87944	13.46885	49.95718	24.15494	34.26712	8.50893	10.16025
2018-05-05 10:26:00	863033069630348750	0.00000	11.56192	10.40574	12.37927	15.27832	12.03493	61.12180	42.27233	97.74213	1.35274	68.40348
2018-05-05 10:27:00	3590433799317661206	1.00000	7.28055	11.66668	8.28844	8.41675	11.63361	50.75796	19.76530	62.03433	78.02649	41.24835
2018-05-05 10:28:00	8630330696303481412	1.00000	12.10416	11.83601	12.45072	13.88276	13.08101	29.20291	18.72622	81.51270	15.74444	37.17855
2018-05-05 10:29:00	8630330696303482071	1.00000	11.47940	9.08977	11.48114	12.05085	12.11356	23.45100	22.82119	9.98155	63.07784	16.87738
2018-05-05 10:30:00	863033069630348016	0.00000	13.06185	11.95404	12.63223	10.38467	9.88620	47.98058	10.60489	29.50177	9.45636	27.37896
2018-05-05 10:31:00	8630330696303481503	1.00000	12.30231	12.01646	11.44038	13.77687	13.00898	56.27446	6.05531	3.72033	35.04546	72.36827
2018-05-05 10:32:00	3590433799317662451	0.00000	10.58197	10.36822	9.85090	9.73752	8.83435	61.00996	1.46080	15.05436	26.28503	91.97353
2018-05-05 10:33:00	3590433799317661479	0.00000	8.27537	4.25371	11.43454	9.31219	5.75060	36.91751	29.66392	88.22981	18.76993	2.36511
2018-05-05 10:34:00	8630330696303481172	1.00000	9.35162	12.43360	6.67992	8.45978	11.94372	25.95463	19.89894	63.51620	58.90418	23.20370
2018-05-05 10:35:00	863033069630348743	1.00000	9.17826	13.00545	7.46030	9.71930	11.03829	78.79100	70.66945	74.68282	2.37771	89.12632
2018-05-05 10:36:00	359043379931766965	1.00000	7.43975	13.41412	7.01003	12.70607	12.00292	61.49015	43.22174	18.38819	25.03848	25.53779
2018-05-05 10:37:00	3590433799317662469	0.00000	12.14459	8.64291	14.31167	13.02859	10.14911	50.67091	17.23542	37.21024	23.07390	56.92803
2018-05-05 10:38:00	3590433799317661388	1.00000	5.70479	10.21022	10.17826	10.94002	15.28946	41.26040	60.46842	43.01964	12.62633	96.03359
2018-05-05 10:39:00	8630330696303481289	1.00000	12.25334	10.19239	11.63988	10.93091	10.56801	53.42194	92.63561	60.07207	53.20062	19.80161
2018-05-05 10:40:00	3590433799317662469	1.00000	9.33531	11.93160	8.37368	7.40393	11.02191	25.98415	32.10341	81.13691	17.64900	43.65238
2018-05-05 10:41:00	3590433799317662469	1.00000	6.17210	11.64879	7.78969	9.36881	13.08956	63.77071	10.98658	62.04227	35.95542	46.72902
2018-05-05 10:42:00	8630330696303481925	1.00000	11.27040	8.32644	12.27945	9.89438	9.82434	61.69771	24.31477	20.51684	88.18600	3.38186
2018-05-05 10:43:00	8630330696303482436	1.00000	8.37379	12.35712	7.80867	11.36030	13.87045	49.27141	12.34738	28.59507	93.05211	19.59150
2018-05-05 10:44:00	8630330696303481842	1.00000	8.91852	12.31619	7.54134	8.93095	11.93247	74.62242	4.15624	29.59666	64.05539	44.92518
2018-05-05 10:45:00	3590433799317662170	0.00000	11.37233	5.64198	13.29728	7.11441	11.09016	74.92297	21.41175	37.99357	89.70091	71.09211
2018-05-05 10:46:00	8630330696303481222	1.00000	7.82730	12.09668	7.43595	7.36006	11.62268	31.41571	44.42099	3.54427	22.80837	52.86363
2018-05-05 10:47:00	359043379931766262	1.00000	10.11412	10.98151	11.24606	13.14544	14.01397	44.09593	0.52244	61.06985	90.53112	38.84176
2018-05-05 10:48:00	359043379931766593	1.00000	11.98380	13.24696	12.47645	11.70895	9.88074	52.86997	0.80166	65.34511	18.12436	23.43225
2018-05-05 10:49:00	359043379931766874	0.00000	13.17559	7.58965	12.98009	16.25283	9.48429	46.74009	75.49342	29.10782	92.63515	50.97626
2018-05-05 10:50:00	8630330696303481180	1.00000	13.35852	13.60788	9.85023	12.22883	13.39145	47.82574	5.18088	54.16415	7.50539	44.23933
2018-05-05 10:51:00	8630330696303482352	1.00000	7.01797	11.79309	4.31425	8.11824	10.30291	35.64697	83.83366	58.96084	57.71507	15.44599
2018-05-05 10:52:00	359043379931766627	1.00000	9.60359	13.72519	4.13301	5.78953	10.00250	36.90098	6.55342	5.06797	9.80213	1.89758
2018-05-05 10:53:00	8630330696303481370	1.00000	8.75252	10.07347	10.81450	9.25070	14.48949	65.97933	71.55336	8.93159	66.97213	82.95471
2018-05-05 10:54:00	359043379931766130	1.00000	12.12508	11.03298	11.11007	8.59754	12.87990	47.45357	24.58968	11.10773	96.83765	5.78519
2018-05-05 10:55:00	863033069630348891	0.00000	14.03361	11.72605	14.34471	8.60976	12.58998	23.90650	85.84984	29.77390	18.71126	91.88767
2018-05-05 10:56:00	3590433799317661917	1.00000	6.92236	10.57529	7.32412	9.45262	14.45531	37.89991	90.47570	99.56079	62.25614	64.77045
2018-05-05 10:57:00	863033069630348487	0.00000	12.98986	12.64469	10.75685	12.58037	13.70287	51.28652	95.33830	17.73699	46.44290	10.69950
2018-05-05 10:58:00	863033069630348107	0.00000	12.66581	9.13745	11.35944	10.63208	7.86039	41.60740	62.11844	13.03999	82.03532	18.90413
2018-05-05 10:59:00	3590433799317661685	1.00000	6.29214	9.12452	10.58933	9.87853	15.24464	64.65374	97.92949	19.21238	25.18768	58.64389
2018-05-05 11:00:00	863033069630348297	1.00000	11.31131	12.85984	8.04375	6.80987	10.91935	50.24007	49.54481	59.15479	21.91665	41.44169
2018-05-05 11:01:00	359043379931766189	0.00000	11.01246	5.57669	13.82274	5.66014	12.19510	29.68563	92.74607	32.09549	41.20949	80.00762
2018-05-05 11:02:00	3590433799317661768	0.00000	9.32540	9.58590	14.60489	9.20232	12.03754	68.95999	0.91453	63.97832	82.97991	14.35071
2018-05-05 11:03:00	3590433799317662030	1.00000	5.93888	12.54704	6.30583	11.96852	10.31874	50.30167	62.62643	16.20689	1.91424	31.47550
2018-05-05 11:04:00	3590433799317661479	1.00000	14.09821	13.32038	12.38327	13.03482	14.62643	40.63449	29.98136	57.59745	63.16291	32.53879
2018-05-05 11:05:00	863033069630348180	0.00000	12.29515	11.28811	10.98747	13.41131	8.30323	54.04409	42.50937	21.54708	35.56736	75.80626
2018-05-05 11:06:00	8630330696303481115	1.00000	12.86228	10.46496	8.79271	11.74557	12.06202	49.98711	11.08764	94.20384	41.75112	49.49815
2018-05-05 11:07:00	863033069630348404	1.00000	12.07008	15.63660	8.55727	8.69790	7.78379	51.00126	98.87474	99.73734	78.35489	26.51106
2018-05-05 11:08:00	3590433799317661230	1.00000	5.31528	12.92716	7.29721	12.32104	13.61523	49.36731	27.43758	61.69788	96.72288	95.82273
2018-05-05 11:09:00	359043379931766973	1.00000	9.05285	11.54639	10.63364	9.30573	13.63090	52.64694	71.62243	75.57091	27.26078	36.50735
2018-05-05 11:10:00	3590433799317661487	1.00000	10.22692	14.67223	14.16475	10.88652	9.17570	71.70270	16.01454	19.91765	26.04139	59.56967
2018-05-05 11:11:00	359043379931766072	0.00000	11.66829	11.77452	13.52496	10.65149	10.01874	38.98443	54.18675	30.56841	25.25970	18.50313
2018-05-05 11:12:00	359043379931766049	0.00000	14.07396	4.00346	8.56814	5.54043	11.09681	72.26895	94.48813	4.01751	81.51939	63.87966
2018-05-05 11:13:00	863033069630348081	1.00000	7.82191	11.20344	6.36057	7.21920	10.70351	55.37834	32.41186	69.13007	71.94625	89.53424
2018-05-05 11:14:00	8630330696303481719	0.00000	9.74893	9.40097	10.78949	11.05150	5.23811	44.69011	10.78244	62.41357	27.66065	81.53058
2018-05-05 11:15:00	3590433799317661800	1.00000	4.28555	9.30130	10.76809	12.57975	15.79098	61.10752	80.16349	52.31046	84.64349	5.17435
2018-05-05 11:16:00	3590433799317662360	1.00000	5.31336	10.50155	9.25239	9.46543	12.85738	73.84284	39.71928	18.31826	90.50270	25.61583
2018-05-05 11:17:00	3590433799317661396	0.00000	13.41821	7.00447	12.85251	10.20923	10.31278	81.21157	13.27289	54.64804	76.79986	76.59727
2018-05-05 11:18:00	8630330696303481552	0.00000	13.55107	8.28063	13.54282	11.38533	8.84296	59.19668	72.85955	94.05429	15.22658	4.19248
2018-05-05 11:19:00	3590433799317662006	1.00000	10.79860	14.58929	7.18975	7.46480	9.88691	48.43792	77.11438	68.35584	85.41516	95.45526
2018-05-05 11:20:00	3590433799317661313	1.00000	14.13744	13.68280	10.85430	2.68365	10.98321	45.57860	1.98989	84.22678	95.04931	26.28019
2018-05-05 11:21:00	359043379931766270	1.00000	13.78170	9.97170	12.21277	15.50334	16.08085	29.56209	62.07010	15.45631	38.33285	40.39031
2018-05-05 11:22:00	863033069630348701	1.00000	11.86789	9.39962	16.06014	8.69883	13.85954	45.60823	80.78047	31.36523	97.17931	1.69008
2018-05-05 11:23:00	863033069630348305	0.00000	11.14266	8.35657	9.50256	7.70583	10.85898	68.50161	27.01202	98.92921	35.55144	49.09791
2018-05-05 11:24:00	8630330696303482402	1.00000	9.35290	13.59888	5.40482	10.62596	10.24443	53.24685	41.61612	61.20221	7.84150	46.30891
2018-05-05 11:25:00	3590433799317661750	1.00000	9.76234	12.96968	10.21932	8.06280	9.11417	47.73023	70.87313	6.10753	82.16663	49.81950
2018-05-05 11:26:00	8630330696303482394	1.00000	7.94980	12.22985	6.94812	7.49141	12.32713	48.17612	9.60284	85.11574	77.90594	81.39620
2018-05-05 11:27:00	3590433799317662204	1.00000	6.17075	10.73663	8.19106	8.06525	13.52248	35.29278	77.94149	51.74233	32.38729	20.56789
2018-05-05 11:28:00	3590433799317661602	0.00000	13.93163	11.05935	10.89016	12.33213	12.90441	62.46706	29.37335	23.73579	7.75106	51.96496
2018-05-05 11:29:00	8630330696303481107	0.00000	11.15618	6.68406	10.87366	8.49622	9.30982	52.26976	44.98308	12.17198	25.36799	26.77293
2018-05-05 11:30:00	3590433799317661107	1.00000	8.04156	13.02258	8.20879	11.84075	13.41189	30.62850	39.17426	87.24740	93.18620	22.01143
2018-05-05 11:31:00	3590433799317661065	1.00000	12.59590	11.45825	12.89953	13.11788	11.13400	34.48146	78.53831	59.73025	90.96458	57.27473
2018-05-05 11:32:00	863033069630348164	1.00000	9.46249	13.02356	7.65849	8.20060	9.92808	61.83532	78.17069	63.61159	89.23883	64.93366
2018-05-05 11:33:00	863033069630348503	0.00000	13.25700	8.13146	12.11091	12.08263	7.98790	49.59290	23.17500	99.70433	67.89519	23.08329
2018-05-05 11:34:00	863033069630348735	0.00000	11.56232	5.99805	12.15938	15.47005	4.47845	68.38153	35.58973	0.00000	65.48108	28.14218
2018-05-05 11:35:00	359043379931766122	0.00000	10.55051	5.28411	15.50296	5.48239	13.17953	58.85273	45.24773	21.19162	32.25199	86.64196
2018-05-05 11:36:00	359043379931766767	1.00000	7.87415	11.46086	7.70548	9.27449	11.80326	50.67738	30.94690	95.04521	24.83252	10.39320
2018-05-05 11:37:00	863033069630348065	0.00000	10.70704	7.82835	19.73849	9.92292	10.03662	37.03430	86.28236	91.06303	94.44083	42.72613
2018-05-05 11:38:00	359043379931766338	0.00000	9.50510	8.04935	11.52719	8.21540	7.83467	61.67138	83.72213	18.03399	92.12899	42.18547
2018-05-05 11:39:00	8630330696303482386	0.00000	11.55386	15.49542	13.99468	7.49907	9.69541	24.44083	45.15507	6.14898	4.87896	29.14094
2018-05-05 11:40:00	3590433799317661230	1.00000	13.20259	10.67524	10.99933	13.34755	12.62353	32.79739	94.12542	83.52491	35.27001	90.95571
2018-05-05 11:41:00	8630330696303481842	0.00000	12.77404	5.25725	11.52754	8.81019	13.08697	65.42868	3.22107	76.37839	18.36549	19.55926
2018-05-05 11:42:00	863033069630348727	1.00000	10.82331	14.29832	16.01935	13.23144	11.87202	45.38956	58.58104	68.62092	67.26829	74.34780
2018-05-05 11:43:00	863033069630348701	1.00000	11.08492	12.16126	9.64645	6.10992	9.45696	22.34873	92.44281	36.03517	71.55063	16.69120
2018-05-05 11:44:00	3590433799317661032	1.00000	11.86168	11.09356	10.00759	15.43745	16.49699	47.98382	24.05375	46.72520	8.09529	52.50245
2018-05-05 11:45:00	3590433799317662386	1.00000	10.55819	12.82164	9.18621	7.47907	11.61833	63.31686	80.89951	81.03129	61.96342	61.19435
2018-05-05 11:46:00	8630330696303481073	0.00000	9.93897	12.89728	6.13967	4.95196	10.38006	63.06960	1.73217	16.10487	97.50142	71.76142
2018-05-05 11:47:00	359043379931766015	0.00000	8.39681	6.35535	16.04547	10.32172	10.41957	26.80918	82.37040	71.82577	88.32060	8.08218
2018-05-05 11:48:00	8630330696303481230	0.00000	10.48593	7.37991	10.71733	9.74152	6.46494	56.79036	40.27895	79.04398	23.38692	64.57153
2018-05-05 11:49:00	3590433799317661198	0.00000	10.32316	7.71822	10.97599	11.22083	7.37248	46.92092	95.79921	40.36257	51.16040	53.53843
2018-05-05 11:50:00	8630330696303482105	0.00000	13.08830	12.22368	12.86749	14.78036	10.59640	44.79351	27.41941	16.88328	75.73370	73.70554
2018-05-05 11:51:00	359043379931766312	1.00000	11.75349	4.42496	14.44900	9.49652	12.95446	59.40849	53.87369	71.47201	39.77125	53.60926
2018-05-05 11:52:00	3590433799317661339	1.00000	7.17424	9.73164	11.45953	10.77812	13.86484	48.92817	41.15270	53.70220	56.36047	80.12300
2018-05-05 11:53:00	3590433799317661420	0.00000	10.57309	12.26733	12.92480	13.06322	9.38043	44.72415	44.58851	62.20092	4.16177	72.57241
2018-05-05 11:54:00	359043379931766114	1.00000	14.14827	9.70296	9.56343	14.33314	16.56089	66.95959	8.09776	91.29042	93.14784	15.51825
2018-05-05 11:55:00	8630330696303481420	1.00000	9.29867	13.55246	8.85020	7.57128	10.56361	52.41099	60.26279	9.02538	14.39447	12.40881
2018-05-05 11:56:00	3590433799317661958	0.00000	15.52119	10.08318	10.49773	11.11488	11.72430	51.56160	10.56436	45.49312	66.23637	88.76098
2018-05-05 11:57:00	8630330696303481594	0.00000	9.75887	7.85400	15.19553	8.39992	13.24748	36.58355	42.69716	57.08823	9.24176	91.59515
2018-05-05 11:58:00	8630330696303482303	1.00000	11.53412	9.91945	10.13781	11.83256	10.04158	82.96962	44.46794	44.83808	76.37811	19.76503
2018-05-05 11:59:00	3590433799317661099	1.00000	12.88390	12.38637	11.98090	14.16925	11.50840	49.01342	70.76566	71.91493	29.09250	7.87252
2018-05-05 12:00:00	359043379931766221	1.00000	12.60967	13.11100	10.71045	8.52668	9.87700	31.80264	44.91622	17.04877	98.29626	68.11852
2018-05-05 12:01:00	8630330696303481800	0.00000	11.02781	4.17433	14.66823	14.05395	6.32925	46.22885	75.19093	88.36370	2.60220	72.94892
2018-05-05 12:02:00	863033069630348701	1.00000	11.61591	13.59395	9.23330	5.67643	11.07944	37.99358	20.07374	79.60289	43.60537	89.52850
2018-05-05 12:03:00	359043379931766833	0.00000	12.94876	7.37153	11.40294	6.24695	13.11161	62.04122	57.92186	89.76947	96.09343	14.80410
2018-05-05 12:04:00	359043379931766551	1.00000	12.49377	11.11175	10.64229	10.99609	10.69331	48.40870	25.23261	54.83585	98.81647	27.11160
2018-05-05 12:05:00	8630330696303482303	0.00000	12.71334	8.69742	11.79143	13.06944	8.37633	62.60351	44.30496	25.32643	67.96081	36.40067
2018-05-05 12:06:00	359043379931766429	1.00000	4.40784	9.41622	7.96072	10.61351	13.63656	59.31178	62.32719	86.04374	85.78961	64.28621
2018-05-05 12:07:00	3590433799317662212	0.00000	10.98850	9.30363	13.45344	11.50760	11.49954	66.01067	3.21575	58.26856	20.63311	40.09335
2018-05-05 12:08:00	3590433799317662295	1.00000	12.39547	11.08707	11.60521	11.06899	10.22137	45.98267	32.05648	10.63607	88.06807	9.26167
2018-05-05 12:09:00	8630330696303481438	1.00000	11.58256	11.13648	9.52020	12.52359	11.70014	57.53642	54.84658	50.37534	97.42429	68.49189
2018-05-05 12:10:00	863033069630348446	1.00000	9.65796	13.12019	10.50778	4.72984	13.04007	52.66597	7.58899	89.47646	7.46790	61.69630
2018-05-05 12:11:00	359043379931766635	1.00000	7.56816	12.80604	7.98432	7.44116	10.96314	65.07499	6.67845	86.89921	53.72449	24.97123
2018-05-05 12:12:00	3590433799317662444	1.00000	9.09379	10.58226	10.92883	8.99115	15.12562	46.07241	82.49467	79.94744	40.39442	67.27597
2018-05-05 12:13:00	3590433799317661032	1.00000	8.36487	12.17188	8.10531	9.03421	10.44346	38.60689	79.73038	23.80452	72.59703	50.63607
2018-05-05 12:14:00	359043379931766924	1.00000	8.16982	10.72644	8.25223	10.25366	13.76147	56.41344	60.01468	81.21643	69.43644	94.04484
2018-05-05 12:15:00	3590433799317662287	1.00000	10.37263	9.86367	11.83199	8.73495	13.05482	38.68662	99.69011	21.68503	98.13030	38.39460
2018-05-05 12:16:00	3590433799317662295	1.00000	11.66067	11.56246	12.72721	11.21477	11.73227	56.30328	21.74251	75.07061	12.36665	78.89945
2018-05-05 12:17:00	359043379931766817	1.00000	6.51682	10.06926	7.71081	9.12789	12.23120	87.64865	85.38704	95.34484	4.59722	18.50378
2018-05-05 12:18:00	863033069630348370	1.00000	12.31068	9.99047	10.13298	10.06349	10.30126	54.30160	94.17631	58.20892	62.95899	67.51899
2018-05-05 12:19:00	863033069630348545	0.00000	11.53204	6.75056	11.37908	12.76245	8.33406	62.00875	66.79175	19.49373	72.32996	91.45625
2018-05-05 12:20:00	359043379931766866	0.00000	12.08209	15.19984	14.53132	11.11223	11.28720	45.61505	95.24239	62.64917	42.30769	27.18160
2018-05-05 12:21:00	359043379931766791	1.00000	13.93965	11.43091	9.18245	14.58602	15.63558	49.57544	33.07019	40.58647	28.48616	95.88100
2018-05-05 12:22:00	359043379931766817	1.00000	8.35547	12.19696	10.22133	8.13135	12.98904	52.68001	72.30404	5.92468	60.39997	20.16279
2018-05-05 12:23:00	8630330696303481941	1.00000	5.89758	10.54568	5.10493	8.96177	11.11072	53.14662	25.47165	55.37709	34.25101	8.73230
2018-05-05 12:24:00	863033069630348859	0.00000	11.76380	7.35064	10.97512	13.82201	6.43930	51.51568	39.87504	87.49315	53.19645	10.59497
2018-05-05 12:25:00	3590433799317661693	1.00000	11.62497	15.10497	15.35265	12.44221	10.62590	35.24566	80.15676	17.07382	87.36521	93.96773
2018-05-05 12:26:00	3590433799317661008	0.00000	12.35078	7.59020	13.88548	12.49994	8.13817	42.56203	78.04371	60.15345	38.86240	19.14296
2018-05-05 12:27:00	3590433799317661693	1.00000	11.03438	14.34464	6.25671	8.02313	10.26065	28.58535	17.93646	47.31844	0.02595	35.32229
2018-05-05 12:28:00	8630330696303481065	0.00000	12.01582	10.30541	13.86427	11.79579	10.20204	52.35943	63.93846	69.64355	22.54979	53.84881
2018-05-05 12:29:00	8630330696303481131	1.00000	11.51699	15.22216	6.27681	8.62909	10.40154	31.97691	66.76914	64.64107	92.55778	90.67194
2018-05-05 12:30:00	359043379931766684	0.00000	6.71428	3.90770	10.69887	8.93378	8.44327	24.42099	56.90318	27.96815	56.72734	94.24208
2018-05-05 12:31:00	359043379931766007	0.00000	9.70065	4.09601	10.58960	9.59653	4.66178	59.19565	41.66996	91.22039	49.66341	42.18302
2018-05-05 12:32:00	359043379931766254	1.00000	11.64365	13.75616	13.29471	14.00419	9.13216	71.65939	47.18190	68.83500	8.71550	34.63905
2018-05-05 12:33:00	8630330696303481438	0.00000	10.64590	10.22641	13.65311	8.65369	7.17111	59.50191	7.80026	76.70040	89.74927	3.65813
2018-05-05 12:34:00	863033069630348768	1.00000	10.95984	14.02133	8.95938	7.37540	11.38770	45.75101	58.98379	29.29299	4.71874	38.94059
2018-05-05 12:35:00	3590433799317661222	0.00000	9.39769	5.59486	12.37147	13.35270	4.57616	32.88423	4.13327	93.62254	24.38319	44.47601
2018-05-05 12:36:00	359043379931766411	1.00000	12.28252	10.09174	9.78221	10.23453	12.22190	34.47494	74.64497	52.66890	16.58603	19.62332
2018-05-05 12:37:00	3590433799317662162	1.00000	11.74879	14.55779	9.02263	8.27499	12.96161	52.11885	79.14341	81.00938	46.27613	74.49032
2018-05-05 12:38:00	8630330696303482451	0.00000	13.06768	10.13581	13.03944	12.31119	11.38784	52.37257	99.16362	5.06806	70.59648	56.31196
2018-05-05 12:39:00	8630330696303481974	1.00000	12.34793	6.37188	13.30921	11.50282	8.22184	46.47581	63.48491	28.71620	56.86897	69.42254
2018-05-05 12:40:00	359043379931766585	1.00000	11.87357	9.52133	9.59378	12.14652	14.60652	73.26906	47.16903	20.93299	80.87794	28.16262
2018-05-05 12:41:00	863033069630348768	1.00000	12.21054	13.77751	12.49768	9.07304	10.03432	38.60091	94.66649	17.36059	28.78476	81.62567
2018-05-05 12:42:00	863033069630348743	1.00000	9.59515	12.71991	7.40792	6.07987	10.63912	25.52515	1.23479	38.31975	8.98886	51.05301
2018-05-05 12:43:00	863033069630348057	1.00000	11.62014	14.57016	8.04619	8.01642	10.49544	67.74519	49.23668	93.68453	79.73695	96.97326
2018-05-05 12:44:00	863033069630348081	1.00000	15.33179	12.35331	11.92556	16.06576	17.75820	61.41182	22.30854	59.17083	29.36628	15.29050
2018-05-05 12:45:00	8630330696303481842	1.00000	5.29783	9.48041	6.20754	9.67072	12.53946	46.99207	68.96358	19.31597	95.13332	30.98048
2018-05-05 12:46:00	3590433799317662337	0.00000	12.71215	5.26527	12.20338	12.75945	5.69138	37.01937	62.29078	17.00105	71.84372	76.90307
2018-05-05 12:47:00	359043379931766759	1.00000	13.54627	14.89704	8.18737	4.83210	9.60974	48.90873	27.52162	12.30766	18.89426	85.91154
2018-05-05 12:48:00	8630330696303482345	0.00000	11.89825	9.39999	13.74047	9.90792	13.10362	34.83075	50.26386	65.40768	13.26568	8.43826
2018-05-05 12:49:00	3590433799317661016	1.00000	10.88545	13.03318	10.96135	7.36780	10.02688	55.19123	35.18731	43.22441	62.96251	50.39713
2018-05-05 12:50:00	3590433799317661545	1.00000	9.41621	12.17452	10.54627	6.03804	12.22110	48.23188	79.84871	31.72049	17.56506	88.49328
2018-05-05 12:51:00	8630330696303482279	0.00000	9.80808	4.98933	11.84220	4.92278	7.03460	46.19467	50.97243	97.08148	38.22332	69.54082
2018-05-05 12:52:00	359043379931766494	0.00000	10.50066	7.44616	15.12121	6.85281	13.36219	66.76432	43.35128	72.19640	51.59051	46.55579
2018-05-05 12:53:00	8630330696303482121	1.00000	7.77619	9.58144	8.77150	6.10339	11.80821	35.31167	51.37368	50.92160	48.37362	26.95409
2018-05-05 12:54:00	359043379931766593	1.00000	7.65622	11.48534	8.52277	9.49047	12.31612	38.43131	3.56321	35.98277	22.12966	81.17364
2018-05-05 12:55:00	3590433799317661560	0.00000	12.01802	13.97296	14.91257	11.53634	10.24753	28.42534	34.81896	68.94911	71.66660	27.16761
2018-05-05 12:56:00	863033069630348131	1.00000	12.15729	13.90590	12.79487	10.43963	10.06215	58.08002	25.28904	30.27100	66.21716	81.44879
2018-05-05 12:57:00	359043379931766502	0.00000	11.38976	5.42217	10.80665	8.70673	5.07080	32.95357	34.08627	21.64496	4.42323	16.91692
2018-05-05 12:58:00	8630330696303481214	0.00000	13.45604	14.13067	12.69112	11.83672	13.91296	42.25822	72.66884	16.65107	28.67661	49.71006
2018-05-05 12:59:00	359043379931766965	0.00000	11.07945	9.96860	12.78340	9.70984	11.09620	72.09544	23.42352	20.25591	58.06162	42.93574
2018-05-05 13:00:00	863033069630348719	1.00000	9.22851	11.32081	7.76737	7.91914	13.33140	56.85027	51.56823	20.33023	47.13386	54.74108
2018-05-05 13:01:00	3590433799317661461	1.00000	14.63390	7.59302	10.46516	8.33204	13.34174	40.54040	85.85817	27.21059	90.55445	18.49095
