latitude	longitude	store_name	code	location	imei
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	8630330696303481057
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	359043379931766437
23.07492	88.28637	Pandua	IN	Asia/Kolkata	359043379931766734
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	863033069630348321
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661875
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303482386
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	863033069630348701
39.71734	-74.96933	Sicklerville	US	America/New_York	359043379931766718
39.09112	-94.41551	Independence	US	America/Chicago	3590433799317661909
50.7236	-3.52751	Exeter	GB	Europe/London	8630330696303481545
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	863033069630348768
4.73245	-74.26419	Madrid	CO	America/Bogota	863033069630348131
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	359043379931766866
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303482428
28.88162	120.03308	Guli	CN	Asia/Shanghai	863033069630348958
52.86147	9.5926	Walsrode	DE	Europe/Berlin	359043379931766205
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303481826
35	136.51667	Komono	JP	Asia/Tokyo	863033069630348198
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	3590433799317661578
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	863033069630348974
25.6439	77.9129	Narwar	IN	Asia/Kolkata	8630330696303482378
55.25	24.75	Ukmerge	LT	Europe/Vilnius	3590433799317662196
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	3590433799317661610
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	863033069630348321
36.82167	128.63083	Eisen	KR	Asia/Seoul	8630330696303482030
41.84364	-87.71255	South Lawndale	US	America/Chicago	3590433799317661883
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766999
18.87813	72.93924	Uran	IN	Asia/Kolkata	8630330696303481206
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766262
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	3590433799317662402
53.63333	9.85	Halstenbek	DE	Europe/Berlin	8630330696303482220
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317661065
10.20898	123.758	Naga	PH	Asia/Manila	863033069630348479
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	359043379931766510
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	359043379931766486
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	359043379931766643
52.86147	9.5926	Walsrode	DE	Europe/Berlin	3590433799317661701
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	863033069630348727
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	3590433799317662089
32.54044	-82.90375	Dublin	US	America/New_York	3590433799317661032
26.68451	-80.66756	Belle Glade	US	America/New_York	863033069630348495
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481966
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766999
19.32932	-98.1664	Contla	MX	America/Mexico_City	3590433799317661693
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766759
41.8542	-87.66561	Lower West Side	US	America/Chicago	863033069630348701
29.38242	70.91106	Alipur	PK	Asia/Karachi	359043379931766197
53.43333	-7.95	Athlone	IE	Europe/Dublin	359043379931766601
35.06544	1.04945	Frenda	DZ	Africa/Algiers	3590433799317661164
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	8630330696303481453
55.85	37.56667	Likhobory	RU	Europe/Moscow	359043379931766080
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	3590433799317661396
31.96258	73.97117	Naushahra Virkan	PK	Asia/Karachi	359043379931766411
32.54044	-82.90375	Dublin	US	America/New_York	359043379931766106
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	863033069630348370
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	359043379931766080
43.61058	1.33467	Colomiers	FR	Europe/Paris	8630330696303481743
41.72059	-87.70172	Evergreen Park	US	America/Chicago	863033069630348297
38.58894	-89.99038	Fairview Heights	US	America/Chicago	3590433799317661982
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	359043379931766221
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317661529
43.1009	-75.23266	Utica	US	America/New_York	3590433799317662394
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	863033069630348578
38.58894	-89.99038	Fairview Heights	US	America/Chicago	863033069630348909
26.2649	81.54855	Jais	IN	Asia/Kolkata	359043379931766270
43.54072	-116.56346	Nampa	US	America/Boise	8630330696303482097
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	8630330696303481099
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348768
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317662469
51.04962	12.1369	Zeitz	DE	Europe/Berlin	3590433799317662055
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	8630330696303481842
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	8630330696303482444
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	863033069630348537
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	3590433799317661438
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	8630330696303481586
57.14369	-2.09814	Aberdeen	GB	Europe/London	8630330696303481727
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	8630330696303481255
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	863033069630348453
54.39304	53.26023	Bavly	RU	Europe/Moscow	3590433799317661313
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317661198
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	863033069630348198
50.82709	6.9747	Wesseling	DE	Europe/Berlin	3590433799317662220
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	8630330696303481685
49.97704	9.15214	Aschaffenburg	DE	Europe/Berlin	863033069630348602
50.74497	3.20639	Mouscron	BE	Europe/Brussels	359043379931766296
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	359043379931766965
52.59319	13.32127	Wittenau	DE	Europe/Berlin	863033069630348875
39.57582	-105.11221	Ken Caryl	US	America/Denver	8630330696303481826
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303481230
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	8630330696303481958
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317662030
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661180
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	359043379931766973
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317662048
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	3590433799317661867
31.84568	-102.36764	Odessa	US	America/Chicago	8630330696303481016
41.14676	-73.49484	New Canaan	US	America/New_York	359043379931766221
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317661198
23.07492	88.28637	Pandua	IN	Asia/Kolkata	8630330696303481230
33.54428	-84.23381	Stockbridge	US	America/New_York	359043379931766379
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	3590433799317661875
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	3590433799317661305
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661453
42.28639	18.84	Budva	ME	Europe/Podgorica	3590433799317661578
35.72917	10.58082	Msaken	TN	Africa/Tunis	359043379931766627
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	359043379931766734
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317661438
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	8630330696303482089
30.17746	-81.38758	Palm Valley	US	America/New_York	3590433799317661008
38.13708	41.00817	Silvan	TR	Europe/Istanbul	863033069630348586
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	359043379931766254
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317661768
52.59319	13.32127	Wittenau	DE	Europe/Berlin	359043379931766627
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	359043379931766007
43.1122	12.38878	Perugia	IT	Europe/Rome	863033069630348248
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303482196
43.86682	-79.2663	Markham	CA	America/Toronto	3590433799317662154
35.05266	-78.87836	Fayetteville	US	America/New_York	3590433799317661024
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317661016
13.48082	-86.58208	Somoto	NI	America/Managua	359043379931766924
14.67751	-60.94228	Le Robert	MQ	America/Martinique	863033069630348800
3.8801	-77.03116	Buenaventura	CO	America/Bogota	863033069630348016
35.85	117.7	Dongdu	CN	Asia/Shanghai	8630330696303481891
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	3590433799317661867
15.5439	73.7553	Calangute	IN	Asia/Kolkata	3590433799317662402
31.12406	-97.90308	Copperas Cove	US	America/Chicago	863033069630348057
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303481412
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	8630330696303481230
53.19146	-2.52398	Winsford	GB	Europe/London	3590433799317661578
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	3590433799317661867
39.33427	-76.43941	Middle River	US	America/New_York	3590433799317662212
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	8630330696303482287
-13.7804	34.4587	Salima	MW	Africa/Blantyre	3590433799317661826
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	8630330696303481198
48.07667	8.64409	Trossingen	DE	Europe/Berlin	8630330696303481560
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	3590433799317662295
40.55851	17.80774	Mesagne	IT	Europe/Rome	8630330696303481503
13.48082	-86.58208	Somoto	NI	America/Managua	8630330696303481842
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317661982
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766262
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481511
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	863033069630348388
53.43333	-7.95	Athlone	IE	Europe/Dublin	359043379931766452
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317661719
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	863033069630348776
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481990
31.96258	73.97117	Naushahra Virkan	PK	Asia/Karachi	359043379931766239
33.08014	-83.2321	Milledgeville	US	America/New_York	863033069630348685
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317661966
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348198
41.14676	-73.49484	New Canaan	US	America/New_York	863033069630348867
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	3590433799317661644
34.09668	-117.71978	Claremont	US	America/Los_Angeles	359043379931766908
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662139
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348537
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766908
8.88988	-79.62603	Veracruz	PA	America/Panama	359043379931766965
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317662196
35.85	117.7	Dongdu	CN	Asia/Shanghai	8630330696303481388
22.4711	88.1453	Pujali	IN	Asia/Kolkata	359043379931766767
14.66	120.56528	Pilar	PH	Asia/Manila	3590433799317661248
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	3590433799317661446
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317662212
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	359043379931766684
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317662238
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303482170
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	3590433799317661669
10.15031	-73.9614	El Copey	CO	America/Bogota	3590433799317661461
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317661396
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	8630330696303481065
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317661594
48	-4.1	Quimper	FR	Europe/Paris	359043379931766676
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	3590433799317661818
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481065
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	8630330696303481123
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	8630330696303481917
44.80477	-0.59543	Talence	FR	Europe/Paris	359043379931766353
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	8630330696303481552
11.84962	-86.19903	Jinotepe	NI	America/Managua	8630330696303482311
35.85	117.7	Dongdu	CN	Asia/Shanghai	863033069630348222
52.4089	31.3237	Dobrush	BY	Europe/Minsk	8630330696303482089
31.84568	-102.36764	Odessa	US	America/Chicago	863033069630348503
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	3590433799317661404
28.15112	-82.46148	Lutz	US	America/New_York	359043379931766437
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303481792
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	3590433799317661818
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	3590433799317661305
10.7375	122.9666	Talisay	PH	Asia/Manila	863033069630348438
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317661552
12.74482	4.52514	Argungu	NG	Africa/Lagos	3590433799317661537
28.54944	-81.77285	Clermont	US	America/New_York	3590433799317661115
43.2907	5.4384	Marseille 11	FR	Europe/Paris	863033069630348347
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	8630330696303481313
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348743
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	863033069630348149
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	8630330696303481982
18.51957	73.85535	Pune	IN	Asia/Kolkata	359043379931766312
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	8630330696303482337
41.15376	-87.88754	Bourbonnais	US	America/Chicago	863033069630348230
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766767
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766510
31.76212	-95.63079	Palestine	US	America/Chicago	863033069630348511
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	3590433799317661578
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317661578
-3.74912	-73.25383	Iquitos	PE	America/Lima	8630330696303481958
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	3590433799317662493
39.32288	-76.72803	Woodlawn	US	America/New_York	359043379931766619
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	8630330696303482303
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	8630330696303482287
36	139.55722	Okegawa	JP	Asia/Tokyo	863033069630348669
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	8630330696303481297
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766379
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317661321
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481602
53.69786	-2.68758	Leyland	GB	Europe/London	359043379931766361
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	863033069630348438
41.72059	-87.70172	Evergreen Park	US	America/Chicago	8630330696303482410
22.75218	72.68533	Kheda	IN	Asia/Kolkata	863033069630348057
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	8630330696303481834
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661412
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661834
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	8630330696303481370
51.12794	4.21372	Temse	BE	Europe/Brussels	8630330696303481032
35.85	117.7	Dongdu	CN	Asia/Shanghai	3590433799317661917
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766254
50.71229	4.52529	Rixensart	BE	Europe/Brussels	8630330696303481727
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	863033069630348867
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661388
34.25807	-88.70464	Tupelo	US	America/Chicago	863033069630348867
23.29549	113.82465	Licheng	CN	Asia/Shanghai	8630330696303481313
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766320
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481479
41.55947	14.66737	Campobasso	IT	Europe/Rome	359043379931766205
51.39323	0.47713	Strood	GB	Europe/London	863033069630348065
39.32011	-76.51552	Rosedale	US	America/New_York	359043379931766916
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	8630330696303481529
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348412
43.71032	-1.05366	Dax	FR	Europe/Paris	359043379931766007
41.24255	-82.61573	Norwalk	US	America/New_York	8630330696303482212
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	863033069630348727
19.32932	-98.1664	Contla	MX	America/Mexico_City	863033069630348354
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	8630330696303481669
-12.91667	-39.25	Muritiba	BR	America/Bahia	3590433799317661925
27.52948	68.75915	Khairpur Mir’s	PK	Asia/Karachi	3590433799317661495
55.82737	-4.0573	Viewpark	GB	Europe/London	3590433799317661537
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481842
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	3590433799317661693
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303481198
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	3590433799317661297
57.14369	-2.09814	Aberdeen	GB	Europe/London	863033069630348677
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	863033069630348719
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	8630330696303481891
31.12406	-97.90308	Copperas Cove	US	America/Chicago	863033069630348875
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	359043379931766460
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	8630330696303481255
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317661495
29.53885	-95.44744	Fresno	US	America/Chicago	3590433799317661859
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317662394
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	359043379931766833
21.28306	-89.66123	Progreso	MX	America/Merida	3590433799317661461
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317662303
48.77644	2.29026	Sceaux	FR	Europe/Paris	359043379931766692
25.6439	77.9129	Narwar	IN	Asia/Kolkata	359043379931766569
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	3590433799317661412
36.33011	138.89585	Annaka	JP	Asia/Tokyo	3590433799317662212
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	3590433799317661685
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766783
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303482337
10.13361	124.84472	Maasin	PH	Asia/Manila	3590433799317661974
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	8630330696303482006
48.06919	11.37703	Gauting	DE	Europe/Berlin	863033069630348933
39.22493	42.85693	Patnos	TR	Europe/Istanbul	359043379931766726
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481677
32.55531	76.12647	Chamba	IN	Asia/Kolkata	3590433799317661966
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661552
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317661768
49.195061	16.606836	Brno	CZ	Europe/Prague	359043379931766676
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	359043379931766130
43.71032	-1.05366	Dax	FR	Europe/Paris	3590433799317662329
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	3590433799317662113
50.7236	-3.52751	Exeter	GB	Europe/London	3590433799317662428
54.48147	53.47103	Oktyabr’skiy	RU	Asia/Yekaterinburg	863033069630348792
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	359043379931766932
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	863033069630348875
36.33011	138.89585	Annaka	JP	Asia/Tokyo	3590433799317662030
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317662394
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766304
-0.71667	-48.52333	Soure	BR	America/Belem	3590433799317661883
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	3590433799317661628
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317661586
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317661586
35.61452	-88.81395	Jackson	US	America/Chicago	8630330696303481388
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	8630330696303481123
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481495
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303481941
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	863033069630348347
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	359043379931766189
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481750
49.5099	6.74549	Losheim	DE	Europe/Berlin	3590433799317662303
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	359043379931766916
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	863033069630348065
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317661610
36.82167	128.63083	Eisen	KR	Asia/Seoul	8630330696303481362
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303481040
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766973
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	8630330696303481446
41.24255	-82.61573	Norwalk	US	America/New_York	863033069630348784
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303482121
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	3590433799317661560
40.58654	-122.39168	Redding	US	America/Los_Angeles	359043379931766247
4.94273	15.87735	Carnot	CF	Africa/Bangui	8630330696303482220
48.07667	8.64409	Trossingen	DE	Europe/Berlin	863033069630348776
12.74482	4.52514	Argungu	NG	Africa/Lagos	3590433799317661628
4.2475	9.00472	Idenao	CM	Africa/Douala	863033069630348628
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	3590433799317662030
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303481263
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766403
