ts	imei	mwra	p.system	p.android.gm	p.android.settings	p.android.chrome	p.android.packageinstaller	p.android.documentsui	p.android.externalstorage	p.android.vending	p.olauncher	p.android.defcontainer	p.dogalize	p.browser.provider	p.notifier	p.gms.persistent	p.inputmethod.latin	p.katana	p.google	p.process.gapps	p.android.gms	p.simulator
2018-05-05 10:26:00	863033069630348750	0.00000	7.79295	6.44476	11.12791	8.48344	11.90110	9.35977	10.17485	30.86581	0.00061	46.22428	58.76037	60.88563	3.23516	50.70625	11.42729	37.07067	19.60845	51.11195	21.43512	37.94079
2018-05-05 10:27:00	3590433799317661206	1.00000	6.13564	7.83924	7.58998	10.51587	11.35595	8.18341	13.55955	41.25934	0.00150	58.15470	46.15848	46.67767	94.29259	32.66064	36.70842	96.65108	85.23039	11.30909	31.98725	66.48666
2018-05-05 10:28:00	8630330696303481412	1.00000	9.79408	8.82370	12.15307	10.07830	11.85489	8.32291	8.75591	62.88139	0.00265	62.05316	34.89417	45.02454	0.44860	52.05070	4.81005	61.87039	17.45992	89.73907	6.25252	28.81569
2018-05-05 10:29:00	8630330696303482071	1.00000	6.92196	7.86407	11.64322	7.73787	13.32175	9.33108	10.33823	49.02798	0.00123	55.49772	38.36191	43.24869	68.64134	80.02429	53.77567	65.82836	8.01351	47.62505	36.33288	79.66034
2018-05-05 10:30:00	863033069630348016	0.00000	7.12334	11.01087	12.56218	11.73781	10.74900	6.49742	6.32537	54.99531	0.02020	46.87923	36.87285	70.58223	26.04862	13.91822	82.44897	22.71285	20.28761	51.24464	37.68425	99.16669
2018-05-05 10:31:00	8630330696303481503	1.00000	8.31258	6.78540	11.10626	9.66097	9.64730	6.95212	7.76780	68.32629	0.00051	52.48633	62.40547	58.58536	87.59883	28.62103	13.96574	84.19857	10.51842	99.39788	39.88745	35.90277
2018-05-05 10:32:00	3590433799317662451	0.00000	11.14918	13.26383	9.58376	10.64693	9.40779	14.62260	9.59952	56.42780	0.18704	67.76409	42.81865	43.98928	77.85979	73.49172	16.73309	0.76727	86.75174	89.06063	72.62936	8.71654
2018-05-05 10:33:00	3590433799317661479	0.00000	8.91154	10.47239	5.20295	9.17156	11.55826	12.43807	17.29225	61.51117	0.01178	62.33818	64.51368	43.63614	19.14862	46.75854	88.84963	19.17670	40.73766	73.10180	66.81333	57.44515
2018-05-05 10:34:00	8630330696303481172	1.00000	10.87699	9.42524	9.20686	14.76747	14.66357	10.50808	9.36911	33.25733	0.00440	43.78304	41.22662	35.01387	98.76531	5.18702	83.42023	12.69371	0.84044	43.28092	89.21637	73.04048
2018-05-05 10:35:00	863033069630348743	1.00000	4.10258	9.71850	7.43789	9.50729	11.92115	9.84035	14.72377	56.75282	0.00572	52.78978	52.09817	31.03439	93.94294	72.47371	76.95291	18.64103	2.67731	43.10411	12.74819	82.12835
2018-05-05 10:36:00	359043379931766965	1.00000	9.61530	11.90339	11.09875	15.91693	14.48743	13.66442	8.07572	76.75831	0.04813	67.65503	43.81165	61.97186	7.25345	55.45664	2.43677	43.72642	24.16537	54.12290	83.14272	73.54503
2018-05-05 10:37:00	3590433799317662469	0.00000	10.55245	10.01525	9.22028	10.09318	11.19034	11.44724	13.46193	70.48624	0.00763	36.51270	47.76986	48.76360	16.16840	79.38934	14.45547	31.12637	8.43264	52.00893	48.98265	16.01808
2018-05-05 10:38:00	3590433799317661388	1.00000	9.48672	7.14100	10.64250	11.45514	10.78589	6.95486	11.65287	62.92120	0.00091	63.57882	43.47107	58.09994	39.70771	63.18055	61.00185	35.79869	25.96660	59.87261	61.27137	42.86839
2018-05-05 10:39:00	8630330696303481289	1.00000	8.67506	10.06060	11.35491	10.13810	12.88672	8.22721	8.65515	70.72391	0.00833	49.20983	29.52595	74.22893	33.83969	18.84389	34.36976	50.48180	63.12998	27.25145	18.10887	15.33699
2018-05-05 10:40:00	3590433799317662469	1.00000	10.53242	9.06776	6.66587	12.66048	12.79731	10.14540	14.28887	55.95513	0.00305	72.23702	55.97818	53.10876	89.68207	64.05285	95.44545	0.69258	68.65545	66.48048	75.54683	68.23122
2018-05-05 10:41:00	3590433799317662469	1.00000	8.90635	7.42213	9.50045	14.70142	12.22496	7.33686	9.57249	18.84917	0.00092	45.66530	53.22222	49.49671	39.18136	14.90596	99.28467	17.86525	16.58010	1.79382	50.29265	91.15596
2018-05-05 10:42:00	8630330696303481925	1.00000	9.84618	10.25511	11.84746	11.43072	13.60781	7.65235	7.63722	54.13384	0.00939	56.82769	67.99726	51.28027	30.41550	85.75843	70.55697	27.17194	13.46658	58.35936	93.34749	77.82117
2018-05-05 10:43:00	8630330696303482436	1.00000	5.20330	7.84120	10.64305	11.18709	13.95252	8.07700	10.17481	45.59973	0.00121	66.83715	41.60257	47.16469	96.93129	93.52468	14.20420	49.83928	20.77077	99.27257	89.93322	48.03497
2018-05-05 10:44:00	8630330696303481842	1.00000	8.84932	7.71522	7.12557	14.53756	14.19100	8.93729	9.62912	66.73892	0.00145	37.32979	56.79833	54.23256	44.19503	79.93574	37.42367	7.28511	15.71225	30.26450	17.95626	23.25361
2018-05-05 10:45:00	3590433799317662170	0.00000	12.38429	9.18738	8.70502	10.14088	12.52450	11.64665	12.15785	43.76414	0.00374	57.45454	48.25849	36.18331	3.55225	55.11711	29.45517	18.06579	66.93444	25.98701	92.36204	39.93519
2018-05-05 10:46:00	8630330696303481222	1.00000	10.21245	8.63981	7.20736	13.77951	10.10520	11.54440	10.12905	34.04219	0.00213	62.93229	55.35354	43.80823	43.38462	12.79249	60.47455	16.22750	77.34061	80.56968	87.62258	26.79423
2018-05-05 10:47:00	359043379931766262	1.00000	7.91453	7.34679	10.05148	9.67032	8.47819	8.16548	7.12985	65.41788	0.00129	45.57881	44.48947	58.28968	14.37882	98.41688	65.48733	10.42124	81.90218	35.23862	20.51402	8.81171
2018-05-05 10:48:00	359043379931766593	1.00000	9.23971	8.34717	12.90806	10.17410	10.14119	6.06642	6.57806	55.85410	0.00201	59.32446	40.43908	78.28657	9.40589	35.25458	34.03542	52.83991	80.14313	82.28842	57.71724	57.81650
2018-05-05 10:49:00	359043379931766874	0.00000	13.07920	8.97102	8.38264	11.86033	11.46676	11.31903	13.57597	53.80171	0.00305	55.69491	46.76599	54.32150	34.22640	18.68662	48.69689	2.15220	20.87040	44.54781	12.75037	68.18284
2018-05-05 10:50:00	8630330696303481180	1.00000	8.77379	7.86883	9.26912	10.82998	7.59338	6.56755	5.73692	30.74180	0.00161	65.55181	71.07227	62.45375	2.59478	67.18006	45.00752	3.66539	98.36529	53.46964	11.18563	72.66439
2018-05-05 10:51:00	8630330696303482352	1.00000	9.36915	10.80832	8.84324	16.46500	14.13633	9.82058	10.06731	62.57511	0.01643	62.59862	34.03682	61.78049	94.18655	99.89286	39.57635	31.84955	42.82880	16.97573	2.48005	34.37634
2018-05-05 10:52:00	359043379931766627	1.00000	9.69581	11.65456	6.42152	13.61993	10.59651	10.44569	12.55851	30.07627	0.03784	54.54526	35.77517	38.69997	49.63311	8.17362	67.29110	84.82189	88.74616	37.47142	92.45178	14.92472
2018-05-05 10:53:00	8630330696303481370	1.00000	8.96161	7.94323	13.51265	9.93519	13.98339	5.57971	13.84515	19.76915	0.00126	35.86923	34.60276	22.88916	97.73306	9.26903	51.04028	13.71758	48.73875	85.50227	17.85351	38.85595
2018-05-05 10:54:00	359043379931766130	1.00000	6.67813	12.94386	11.69014	9.52666	13.69864	8.65253	8.29427	83.12653	0.13594	53.05209	41.27797	43.25647	45.88658	91.59822	50.50034	28.52311	21.05551	43.21139	9.23809	35.57777
2018-05-05 10:55:00	863033069630348891	0.00000	10.78241	9.75206	7.63152	6.61485	11.58308	11.23655	8.96079	58.03585	0.00634	46.13984	34.95678	56.21153	8.86204	80.53382	62.80001	68.22025	3.35816	54.24010	56.48094	44.66294
2018-05-05 10:56:00	3590433799317661917	1.00000	7.94903	7.23092	10.17449	12.38785	13.63331	2.35457	12.01529	52.26677	0.00096	52.85634	49.35111	53.17481	29.52396	43.36708	4.92290	74.00426	42.09717	98.41363	51.73216	8.69135
2018-05-05 10:57:00	863033069630348487	0.00000	6.41599	8.50847	10.49665	9.11820	11.69882	7.92724	8.44609	77.53748	0.00179	62.83019	63.57092	16.77378	43.57912	55.18347	19.28228	25.16945	27.43841	89.69567	45.40780	3.60748
2018-05-05 10:58:00	863033069630348107	0.00000	15.52333	6.71805	8.60264	9.08288	14.07961	11.05980	11.22560	61.63735	0.00036	65.67404	60.81616	44.90161	82.28231	21.63974	17.26879	5.48485	53.82988	28.50205	35.90680	74.04215
2018-05-05 10:59:00	3590433799317661685	1.00000	7.88243	4.01470	10.13396	12.70722	12.69408	4.51968	10.73532	39.59866	0.00036	64.51171	67.33577	65.85071	69.39813	10.66852	50.87566	42.67954	52.73855	68.15450	19.12310	9.64732
2018-05-05 11:00:00	863033069630348297	1.00000	7.22379	8.19152	7.59262	11.18354	13.40349	8.11741	11.42304	57.34268	0.00167	35.44153	42.33685	64.13002	1.99944	79.78887	57.66734	81.61051	45.44989	12.02687	27.06135	77.84552
2018-05-05 11:01:00	359043379931766189	0.00000	9.72061	9.45442	8.88972	6.24108	12.24049	9.56076	10.16080	50.90871	0.00456	75.26736	49.02222	36.27229	15.95091	54.16836	93.84941	55.12260	95.33272	31.95367	24.60206	35.71419
2018-05-05 11:02:00	3590433799317661768	0.00000	13.12329	14.45065	10.69416	8.86004	9.17058	14.04436	10.78605	49.53537	0.61290	54.54980	62.45364	35.52068	2.32778	41.81361	14.33866	14.95137	39.86738	61.65105	41.17729	11.62731
2018-05-05 11:03:00	3590433799317662030	1.00000	5.34449	11.12894	8.32344	13.64505	13.34678	8.49070	11.42366	48.47977	0.02249	56.38566	66.17746	34.69309	50.42166	61.89882	22.99826	25.75929	46.09183	54.48928	22.15268	43.63961
2018-05-05 11:04:00	3590433799317661479	1.00000	9.29380	8.69552	12.84270	7.83234	12.81340	9.60559	8.72465	48.03260	0.00251	55.37182	48.13083	40.16212	50.63248	55.90271	1.76720	34.54080	47.45412	82.16333	70.17500	96.72656
2018-05-05 11:05:00	863033069630348180	0.00000	11.89000	9.41872	9.10238	6.55427	11.71503	14.52884	11.43402	30.28309	0.00415	57.16267	67.62179	61.80487	73.64330	83.92576	58.05710	87.74479	99.82937	46.21685	49.31267	60.18082
2018-05-05 11:06:00	8630330696303481115	1.00000	2.75412	8.07005	8.52099	14.56471	11.73023	3.21431	6.72888	56.04564	0.00158	55.75325	27.23686	63.37961	42.59702	11.50076	11.04873	53.78529	8.66060	8.73061	68.73573	55.71176
2018-05-05 11:07:00	863033069630348404	1.00000	7.76631	12.64903	6.34744	11.79280	13.17586	14.81858	13.51519	68.88434	0.10157	41.52710	48.37193	51.17374	89.86384	23.51295	61.03078	0.09673	53.20780	29.87738	38.72144	6.85992
2018-05-05 11:08:00	3590433799317661230	1.00000	7.74552	9.63152	9.15509	13.87124	11.21779	5.20657	10.79466	56.76529	0.00529	35.76303	28.60092	37.30241	34.05644	28.96511	63.84051	61.61581	91.25642	19.00839	49.24544	46.14012
2018-05-05 11:09:00	359043379931766973	1.00000	6.85850	5.72864	8.81006	9.64308	13.02181	7.41976	13.34860	40.74657	0.00042	73.19397	51.49094	18.94637	47.01763	70.68179	64.33775	29.68465	73.06513	1.61353	55.79455	68.28050
2018-05-05 11:10:00	3590433799317661487	1.00000	12.78092	7.59483	14.13350	4.15681	12.99421	10.04315	8.90923	54.26815	0.00118	68.72391	47.80658	24.82372	98.44046	68.10756	45.44121	81.71404	4.14169	92.59081	99.42998	2.34842
2018-05-05 11:11:00	359043379931766072	0.00000	12.44964	5.75282	15.82340	6.31427	15.14074	7.71107	8.33469	64.34933	0.00053	35.01748	38.40042	28.90710	50.34540	65.02273	3.89493	72.39700	85.39065	73.07366	43.51098	54.69932
2018-05-05 11:12:00	359043379931766049	0.00000	11.04323	8.80374	8.29476	11.48096	15.54999	11.11317	4.99932	64.91841	0.00257	39.39176	56.76735	22.04100	48.22167	10.71061	14.07912	91.19679	18.62290	84.72041	14.81421	38.15422
2018-05-05 11:13:00	863033069630348081	1.00000	10.38777	11.04428	9.75682	13.52529	12.29463	9.84189	10.41235	50.63642	0.02063	52.58190	51.69231	46.21765	82.53082	73.63363	17.91135	43.79461	43.35879	81.17630	56.74788	33.73805
2018-05-05 11:14:00	8630330696303481719	0.00000	10.87324	8.09660	8.35567	4.53004	9.98559	13.39967	14.24117	59.69692	0.00129	50.65112	72.14083	52.40032	31.97917	4.74986	71.06362	76.69087	77.87155	70.44198	35.79412	96.71838
2018-05-05 11:15:00	3590433799317661800	1.00000	6.54422	4.00198	10.75655	12.05408	13.22564	7.45564	10.67886	29.47799	0.00039	47.27909	45.23641	39.02222	3.40948	76.00682	6.18151	62.95945	58.64721	92.86136	67.65695	72.24995
2018-05-05 11:16:00	3590433799317662360	1.00000	6.63967	7.37066	11.26864	12.50602	11.89395	5.75635	11.98320	49.12875	0.00114	53.96247	62.66242	47.00977	70.92544	95.38587	69.24276	20.13722	71.33267	98.15320	83.93239	51.62227
2018-05-05 11:17:00	3590433799317661396	0.00000	8.14165	11.54760	7.79025	8.38543	11.85340	11.54352	11.40671	58.85071	0.03410	57.84467	54.46868	59.65967	4.92537	69.66440	75.36016	68.42998	10.46545	51.69064	18.35357	92.00973
2018-05-05 11:18:00	8630330696303481552	0.00000	10.60524	8.97055	5.67026	8.03094	10.67527	11.27012	15.27845	54.62044	0.00319	53.74526	35.64345	38.93104	4.18943	45.62717	79.77738	8.29303	75.46912	65.40461	96.86679	59.15714
2018-05-05 11:19:00	3590433799317662006	1.00000	8.79761	9.52377	6.90366	13.31240	14.28390	9.06580	12.17940	50.33714	0.00510	36.27942	32.49373	33.66338	67.66930	41.78514	42.22135	13.84250	9.99684	49.43441	32.01319	68.06496
2018-05-05 11:20:00	3590433799317661313	1.00000	12.91557	9.05672	6.93215	9.30599	8.57656	12.39009	13.63658	58.12823	0.00318	54.85263	42.85675	45.01327	62.76123	70.37639	57.96190	91.39814	40.99016	94.16367	85.93893	14.93510
2018-05-05 11:21:00	359043379931766270	1.00000	8.84679	9.05060	12.29120	11.37420	12.06015	8.88081	9.27853	46.80326	0.00322	59.42947	51.25303	52.06693	31.57528	3.72227	87.01341	98.92060	22.14440	22.57572	54.78194	56.30182
2018-05-05 11:22:00	863033069630348701	1.00000	13.04987	11.87608	6.77302	4.70050	12.26906	10.72499	9.58615	50.72383	0.04693	55.63650	61.04050	33.39263	11.96701	28.70765	25.09052	31.43101	69.06526	55.07930	69.21235	7.91763
2018-05-05 11:23:00	863033069630348305	0.00000	12.23057	8.81808	9.31263	9.43168	12.48610	14.29329	9.17074	48.69107	0.00269	56.86740	43.09134	57.42975	97.92635	65.18049	96.53314	64.10983	52.01316	25.48242	10.21384	44.65063
2018-05-05 11:24:00	8630330696303482402	1.00000	7.65887	11.20847	7.67549	14.28872	15.64708	11.28992	10.34331	56.69580	0.02426	48.83170	56.52672	43.45599	24.30686	20.62612	12.92551	39.69304	84.62028	75.07874	44.10751	80.57838
2018-05-05 11:25:00	3590433799317661750	1.00000	12.15555	11.23024	6.10760	14.00320	12.17285	11.58176	11.95858	37.18407	0.02472	61.79980	63.56684	63.60621	39.41191	56.38130	47.33996	56.75404	31.17997	80.03555	62.30251	37.88172
2018-05-05 11:26:00	8630330696303482394	1.00000	8.93862	8.72656	8.52912	13.00909	11.21562	7.71649	11.84854	69.00561	0.00248	52.19401	36.76887	52.41355	32.27714	26.45599	38.23952	8.87210	14.35705	39.23032	44.14405	70.10300
2018-05-05 11:27:00	3590433799317662204	1.00000	8.82528	6.70060	9.67118	13.75257	11.75092	3.33443	10.71087	41.28106	0.00062	61.92117	53.09707	26.25167	23.54033	51.77968	32.39615	24.07857	48.01286	52.98234	9.26604	31.07900
2018-05-05 11:28:00	3590433799317661602	0.00000	8.84654	6.78697	11.11625	10.00610	13.74982	6.93833	8.06873	47.12747	0.00066	47.90077	75.89243	27.85754	95.14283	0.48257	49.37115	44.75416	74.96197	21.56841	1.23966	84.74235
2018-05-05 11:29:00	8630330696303481107	0.00000	12.17224	12.08320	9.13530	12.48314	13.47404	14.52815	6.24484	74.36918	0.05754	69.68552	48.30465	39.97937	14.77502	13.21367	41.65563	36.50432	44.15321	44.98819	88.97282	69.67185
2018-05-05 11:30:00	3590433799317661107	1.00000	7.59026	6.93449	7.95764	13.53905	14.20845	9.62240	8.38396	57.33814	0.00070	52.91075	39.80350	47.01084	67.97885	28.78861	99.51869	26.65674	75.61968	44.35017	16.60928	80.37739
2018-05-05 11:31:00	3590433799317661065	1.00000	10.97214	6.65521	13.46259	9.57902	14.22396	7.58725	8.29186	38.88096	0.00055	53.48494	59.90333	46.14425	8.70651	67.05353	59.09632	27.39856	99.02678	42.60695	61.24838	63.22861
2018-05-05 11:32:00	863033069630348164	1.00000	9.68318	10.71261	7.71200	13.90856	14.01053	7.98624	12.25771	64.50895	0.01477	56.41752	40.65163	20.41211	51.73555	57.79091	4.20243	30.03994	82.94166	50.21648	79.32554	59.31624
2018-05-05 11:33:00	863033069630348503	0.00000	14.56924	5.71686	9.07009	7.01532	13.21686	13.07945	9.54937	92.17109	0.00064	55.57005	71.19245	41.21422	46.30439	38.10045	74.06456	34.88396	47.69072	17.42178	71.60643	0.93205
2018-05-05 11:34:00	863033069630348735	0.00000	10.78685	10.71908	4.98459	8.85759	11.45676	11.41742	13.04669	27.58428	0.01542	39.75282	31.38151	52.19276	1.31518	75.00026	54.30458	46.01279	36.28443	81.64523	23.05398	34.47272
2018-05-05 11:35:00	359043379931766122	0.00000	14.44054	8.91052	9.65029	6.16531	13.07374	13.66670	10.83158	59.98576	0.00303	54.68716	29.14116	56.42716	26.57261	81.36189	46.85153	15.06162	88.56886	22.28466	78.88911	57.37916
2018-05-05 11:36:00	359043379931766767	1.00000	6.42470	7.80331	7.34725	11.95378	12.04898	10.95691	11.61261	46.02616	0.00106	64.57074	66.80176	73.90161	1.50002	85.72735	5.68019	89.00914	45.68758	1.17974	45.19652	46.26315
2018-05-05 11:37:00	863033069630348065	0.00000	16.02686	12.36038	6.84733	5.25230	13.87782	15.10363	11.09107	63.87428	0.07632	49.27309	47.17009	55.44138	77.27307	80.21668	73.87813	20.74933	70.71010	50.81712	62.67204	93.46160
2018-05-05 11:38:00	359043379931766338	0.00000	9.12000	10.10189	6.41865	8.45567	12.39652	12.45358	17.47796	58.04449	0.00829	49.93342	24.37724	27.32555	53.35588	34.26054	81.03500	56.79523	94.83412	85.82733	90.80059	81.55113
2018-05-05 11:39:00	8630330696303482386	0.00000	6.87268	13.80247	13.41923	8.37983	14.39303	9.03715	7.78632	57.23623	0.32074	56.94518	37.64636	44.32488	66.36852	47.72313	56.84435	7.67617	95.73879	96.59602	71.94074	56.76808
2018-05-05 11:40:00	3590433799317661230	1.00000	7.20662	7.70960	10.11809	9.15064	10.86067	8.77068	8.97762	52.86535	0.00108	86.92727	54.16074	52.88820	66.58496	47.40380	96.30961	24.62257	74.08663	38.52421	92.85199	18.76147
2018-05-05 11:41:00	8630330696303481842	0.00000	10.04788	11.08087	6.63797	7.07587	13.08955	10.08355	7.99599	61.20797	0.02182	67.05603	52.00369	36.20558	28.46485	52.72034	96.35706	42.26333	41.75726	68.53056	2.85299	57.53813
2018-05-05 11:42:00	863033069630348727	1.00000	8.64944	9.00464	16.87086	8.11534	11.25134	8.89727	7.18848	55.71049	0.00297	62.62146	42.68993	50.21771	81.59499	13.27403	91.90307	27.43895	79.77292	55.91065	94.96051	83.05453
2018-05-05 11:43:00	863033069630348701	1.00000	6.26052	8.68659	6.47665	9.89780	11.36678	9.65812	14.27711	50.04430	0.00254	58.42650	37.80673	43.66073	90.76856	69.62219	98.67165	99.87943	45.78518	45.05013	63.29332	62.93619
2018-05-05 11:44:00	3590433799317661032	1.00000	8.08399	7.23265	9.14292	11.78049	9.36843	7.22777	7.49915	52.27213	0.00098	71.03947	43.12751	61.83172	20.14715	50.14222	76.91714	80.82509	93.85883	67.00446	89.68719	14.90410
2018-05-05 11:45:00	3590433799317662386	1.00000	8.07572	9.58876	8.29266	8.78334	10.76209	11.59911	14.04019	51.79546	0.00505	49.23292	48.67958	29.36628	11.29393	35.02334	29.98811	97.82073	64.58932	43.04986	33.04309	63.85187
2018-05-05 11:46:00	8630330696303481073	0.00000	11.63497	11.23125	9.61400	14.44887	11.65341	10.77304	11.80892	62.01677	0.02502	50.40111	36.05699	40.76877	22.69668	46.74929	27.34300	92.16890	75.60602	70.50567	11.22295	62.40977
2018-05-05 11:47:00	359043379931766015	0.00000	12.37094	13.06430	7.86662	6.66914	7.96851	15.47717	10.73850	69.65101	0.15359	60.55005	34.25285	20.95848	75.36160	4.01082	16.54076	10.32449	20.32859	85.44176	15.20572	40.51098
